#! daedalus 0.1.0
#! core_hash 76a843e583e9bff1
#! implementacao c
#! conteudo psi_trajetorias
#! semente_base 20260828
#! n 50
#! n_amostras 5
#! n_traj 250
#! layout f64 re[n_amostras*n] depois im[n_amostras*n], por trajetoria
#! spec {"format_version":2,"core_hash":"76a843e583e9bff1","seed":20260828,"graph":{"generator":"microtubule","params":{"n_par":10,"n_perp":5,"seam_shift":2,"longitudinal_closed":false,"j_par":1,"j_perp":1,"n_modules":2,"ws_p":0,"conn_mode":"rewire","p_in":0,"p_out":0,"n":64,"dim":6,"rows":8,"cols":8}},"hamiltonian":{"kind":"adjacency","gamma":1,"normalization":"spectral","lanczos_steps":30},"initial":{"site":0},"time":{"t1":4,"nt":80},"observables":{"target":25,"population":false,"module_concurrence":true,"full_concurrence":false,"pop_stride":1},"realizations":1,"trajectories":{"n_traj":250,"gamma_deph":0.40000000000000002,"rho_stride":20,"output_mode":"accumulate_rho"}}
#! conteudo rho_medio
#! dt 0.050000000000000003
#! scale 4.9923269076154204
#! gamma_deph 0.40000000000000002
s,t,i,j,re,im
0,0,13,24,0,0
0,0,13,25,0,0
0,0,13,26,0,0
0,0,13,27,0,0
0,0,13,28,0,0
0,0,13,29,0,0
0,0,13,30,0,0
0,0,13,31,0,0
0,0,13,32,0,0
0,0,13,33,0,0
0,0,13,34,0,0
0,0,13,35,0,0
0,0,13,36,0,0
0,0,13,37,0,0
0,0,13,38,0,0
0,0,13,39,0,0
0,0,13,40,0,0
0,0,13,41,0,0
0,0,13,42,0,0
0,0,13,43,0,0
0,0,13,44,0,0
0,0,13,45,0,0
0,0,13,46,0,0
0,0,13,47,0,0
0,0,13,48,0,0
0,0,13,49,0,0
0,0,14,0,0,0
0,0,14,1,0,0
0,0,14,2,0,0
0,0,14,3,0,0
0,0,14,4,0,0
0,0,14,5,0,0
0,0,14,6,0,0
0,0,14,7,0,0
0,0,14,8,0,0
0,0,14,9,0,0
0,0,14,10,0,0
0,0,14,11,0,0
0,0,14,12,0,0
0,0,14,13,0,0
0,0,14,14,0,0
0,0,14,15,0,0
0,0,14,16,0,0
0,0,14,17,0,0
0,0,14,18,0,0
0,0,14,19,0,0
0,0,14,20,0,0
0,0,14,21,0,0
0,0,14,22,0,0
0,0,14,23,0,0
0,0,14,24,0,0
0,0,14,25,0,0
0,0,14,26,0,0
0,0,14,27,0,0
0,0,14,28,0,0
0,0,14,29,0,0
0,0,14,30,0,0
0,0,14,31,0,0
0,0,14,32,0,0
0,0,14,33,0,0
0,0,14,34,0,0
0,0,14,35,0,0
0,0,14,36,0,0
0,0,14,37,0,0
0,0,14,38,0,0
0,0,14,39,0,0
0,0,14,40,0,0
0,0,14,41,0,0
0,0,14,42,0,0
0,0,14,43,0,0
0,0,14,44,0,0
0,0,14,45,0,0
0,0,14,46,0,0
0,0,14,47,0,0
0,0,14,48,0,0
0,0,14,49,0,0
0,0,15,0,0,0
0,0,15,1,0,0
0,0,15,2,0,0
0,0,15,3,0,0
0,0,15,4,0,0
0,0,15,5,0,0
0,0,15,6,0,0
0,0,15,7,0,0
0,0,15,8,0,0
0,0,15,9,0,0
0,0,15,10,0,0
0,0,15,11,0,0
0,0,15,12,0,0
0,0,15,13,0,0
0,0,15,14,0,0
0,0,15,15,0,0
0,0,15,16,0,0
0,0,15,17,0,0
0,0,15,18,0,0
0,0,15,19,0,0
0,0,15,20,0,0
0,0,15,21,0,0
0,0,15,22,0,0
0,0,15,23,0,0
0,0,15,24,0,0
0,0,15,25,0,0
0,0,15,26,0,0
0,0,15,27,0,0
0,0,15,28,0,0
0,0,15,29,0,0
0,0,15,30,0,0
0,0,15,31,0,0
0,0,15,32,0,0
0,0,15,33,0,0
0,0,15,34,0,0
0,0,15,35,0,0
0,0,15,36,0,0
0,0,15,37,0,0
0,0,15,38,0,0
0,0,15,39,0,0
0,0,15,40,0,0
0,0,15,41,0,0
0,0,15,42,0,0
0,0,15,43,0,0
0,0,15,44,0,0
0,0,15,45,0,0
0,0,15,46,0,0
0,0,15,47,0,0
0,0,15,48,0,0
0,0,15,49,0,0
0,0,16,0,0,0
0,0,16,1,0,0
0,0,16,2,0,0
0,0,16,3,0,0
0,0,16,4,0,0
0,0,16,5,0,0
0,0,16,6,0,0
0,0,16,7,0,0
0,0,16,8,0,0
0,0,16,9,0,0
0,0,16,10,0,0
0,0,16,11,0,0
0,0,16,12,0,0
0,0,16,13,0,0
0,0,16,14,0,0
0,0,16,15,0,0
0,0,16,16,0,0
0,0,16,17,0,0
0,0,16,18,0,0
0,0,16,19,0,0
0,0,16,20,0,0
0,0,16,21,0,0
0,0,16,22,0,0
0,0,16,23,0,0
0,0,16,24,0,0
0,0,16,25,0,0
0,0,16,26,0,0
0,0,16,27,0,0
0,0,16,28,0,0
0,0,16,29,0,0
0,0,16,30,0,0
0,0,16,31,0,0
0,0,16,32,0,0
0,0,16,33,0,0
0,0,16,34,0,0
0,0,16,35,0,0
0,0,16,36,0,0
0,0,16,37,0,0
0,0,16,38,0,0
0,0,16,39,0,0
0,0,16,40,0,0
0,0,16,41,0,0
0,0,16,42,0,0
0,0,16,43,0,0
0,0,16,44,0,0
0,0,16,45,0,0
0,0,16,46,0,0
0,0,16,47,0,0
0,0,16,48,0,0
0,0,16,49,0,0
0,0,17,0,0,0
0,0,17,1,0,0
0,0,17,2,0,0
0,0,17,3,0,0
0,0,17,4,0,0
0,0,17,5,0,0
0,0,17,6,0,0
0,0,17,7,0,0
0,0,17,8,0,0
0,0,17,9,0,0
0,0,17,10,0,0
0,0,17,11,0,0
0,0,17,12,0,0
0,0,17,13,0,0
0,0,17,14,0,0
0,0,17,15,0,0
0,0,17,16,0,0
0,0,17,17,0,0
0,0,17,18,0,0
0,0,17,19,0,0
0,0,17,20,0,0
0,0,17,21,0,0
0,0,17,22,0,0
0,0,17,23,0,0
0,0,17,24,0,0
0,0,17,25,0,0
0,0,17,26,0,0
0,0,17,27,0,0
0,0,17,28,0,0
0,0,17,29,0,0
0,0,17,30,0,0
0,0,17,31,0,0
0,0,17,32,0,0
0,0,17,33,0,0
0,0,17,34,0,0
0,0,17,35,0,0
0,0,17,36,0,0
0,0,17,37,0,0
0,0,17,38,0,0
0,0,17,39,0,0
0,0,17,40,0,0
0,0,17,41,0,0
0,0,17,42,0,0
0,0,17,43,0,0
0,0,17,44,0,0
0,0,17,45,0,0
0,0,17,46,0,0
0,0,17,47,0,0
0,0,17,48,0,0
0,0,17,49,0,0
0,0,18,0,0,0
0,0,18,1,0,0
0,0,18,2,0,0
0,0,18,3,0,0
0,0,18,4,0,0
0,0,18,5,0,0
0,0,18,6,0,0
0,0,18,7,0,0
0,0,18,8,0,0
0,0,18,9,0,0
0,0,18,10,0,0
0,0,18,11,0,0
0,0,18,12,0,0
0,0,18,13,0,0
0,0,18,14,0,0
0,0,18,15,0,0
0,0,18,16,0,0
0,0,18,17,0,0
0,0,18,18,0,0
0,0,18,19,0,0
0,0,18,20,0,0
0,0,18,21,0,0
0,0,18,22,0,0
0,0,18,23,0,0
0,0,18,24,0,0
0,0,18,25,0,0
0,0,18,26,0,0
0,0,18,27,0,0
0,0,18,28,0,0
0,0,18,29,0,0
0,0,18,30,0,0
0,0,18,31,0,0
0,0,18,32,0,0
0,0,18,33,0,0
0,0,18,34,0,0
0,0,18,35,0,0
0,0,18,36,0,0
0,0,18,37,0,0
0,0,18,38,0,0
0,0,18,39,0,0
0,0,18,40,0,0
0,0,18,41,0,0
0,0,18,42,0,0
0,0,18,43,0,0
0,0,18,44,0,0
0,0,18,45,0,0
0,0,18,46,0,0
0,0,18,47,0,0
0,0,18,48,0,0
0,0,18,49,0,0
0,0,19,0,0,0
0,0,19,1,0,0
0,0,19,2,0,0
0,0,19,3,0,0
0,0,19,4,0,0
0,0,19,5,0,0
0,0,19,6,0,0
0,0,19,7,0,0
0,0,19,8,0,0
0,0,19,9,0,0
0,0,19,10,0,0
0,0,19,11,0,0
0,0,19,12,0,0
0,0,19,13,0,0
0,0,19,14,0,0
0,0,19,15,0,0
0,0,19,16,0,0
0,0,19,17,0,0
0,0,19,18,0,0
0,0,19,19,0,0
0,0,19,20,0,0
0,0,19,21,0,0
0,0,19,22,0,0
0,0,19,23,0,0
0,0,19,24,0,0
0,0,19,25,0,0
0,0,19,26,0,0
0,0,19,27,0,0
0,0,19,28,0,0
0,0,19,29,0,0
0,0,19,30,0,0
0,0,19,31,0,0
0,0,19,32,0,0
0,0,19,33,0,0
0,0,19,34,0,0
0,0,19,35,0,0
0,0,19,36,0,0
0,0,19,37,0,0
0,0,19,38,0,0
0,0,19,39,0,0
0,0,19,40,0,0
0,0,19,41,0,0
0,0,19,42,0,0
0,0,19,43,0,0
0,0,19,44,0,0
0,0,19,45,0,0
0,0,19,46,0,0
0,0,19,47,0,0
0,0,19,48,0,0
0,0,19,49,0,0
0,0,20,0,0,0
0,0,20,1,0,0
0,0,20,2,0,0
0,0,20,3,0,0
0,0,20,4,0,0
0,0,20,5,0,0
0,0,20,6,0,0
0,0,20,7,0,0
0,0,20,8,0,0
0,0,20,9,0,0
0,0,20,10,0,0
0,0,20,11,0,0
0,0,20,12,0,0
0,0,20,13,0,0
0,0,20,14,0,0
0,0,20,15,0,0
0,0,20,16,0,0
0,0,20,17,0,0
0,0,20,18,0,0
0,0,20,19,0,0
0,0,20,20,0,0
0,0,20,21,0,0
0,0,20,22,0,0
0,0,20,23,0,0
0,0,20,24,0,0
0,0,20,25,0,0
0,0,20,26,0,0
0,0,20,27,0,0
0,0,20,28,0,0
0,0,20,29,0,0
0,0,20,30,0,0
0,0,20,31,0,0
0,0,20,32,0,0
0,0,20,33,0,0
0,0,20,34,0,0
0,0,20,35,0,0
0,0,20,36,0,0
0,0,20,37,0,0
0,0,20,38,0,0
0,0,20,39,0,0
0,0,20,40,0,0
0,0,20,41,0,0
0,0,20,42,0,0
0,0,20,43,0,0
0,0,20,44,0,0
0,0,20,45,0,0
0,0,20,46,0,0
0,0,20,47,0,0
0,0,20,48,0,0
0,0,20,49,0,0
0,0,21,0,0,0
0,0,21,1,0,0
0,0,21,2,0,0
0,0,21,3,0,0
0,0,21,4,0,0
0,0,21,5,0,0
0,0,21,6,0,0
0,0,21,7,0,0
0,0,21,8,0,0
0,0,21,9,0,0
0,0,21,10,0,0
0,0,21,11,0,0
0,0,21,12,0,0
0,0,21,13,0,0
0,0,21,14,0,0
0,0,21,15,0,0
0,0,21,16,0,0
0,0,21,17,0,0
0,0,21,18,0,0
0,0,21,19,0,0
0,0,21,20,0,0
0,0,21,21,0,0
0,0,21,22,0,0
0,0,21,23,0,0
0,0,21,24,0,0
